id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
19848653,Relax,140336926,Stephanie,,Downtown,49.27473897679566,-123.1325746036512,Entire home/apt,130,1,16,2017-10-02,6.08,1,4
3939788,Spacious Panoramic 2 Bedroom Apt,10511744,Kunal,,Downtown,49.27442999699383,-123.11484551510951,Entire home/apt,350,3,11,2017-08-16,0.39,2,0
14285328,Robson St Modern Luxe Condo by Pacific Centre Mall,87187231,Wayne,,Downtown,49.2797315746102,-123.11783240566965,Entire home/apt,259,2,14,2017-08-21,1.00,1,90
10964894,GREAT 1 BDRM in DOWNTOWN,56878312,Dani & Bob,,Downtown,49.276477047151616,-123.12490765009728,Entire home/apt,90,80,19,2017-09-30,1.09,1,277
16589,Large 1BR Condo wBalcony,64492,Miguel,,Downtown,49.27957154426285,-123.10907099255724,Entire home/apt,257,10,0,,,1,365
15661470,Splendid Downtown 2 Bdrm + 2 Bath + 1 Parking,101110378,Laureen,,Downtown,49.279461967365656,-123.10960780581304,Entire home/apt,175,2,27,2017-09-21,2.59,1,159
16194055,Beach District Condo,105756110,Ruth,,Downtown,49.275669861247316,-123.13375074619084,Entire home/apt,100,1,1,2017-01-01,0.11,1,0
10574347,"Yaletown/Marinaside, Views, views.",19900361,Billingtons,,Downtown,49.27477700807784,-123.11876870099972,Entire home/apt,264,2,0,,,4,0
11983313,FUNKY+NEW! FANTASTIC LOCATION 2BR+2BA+PARKING,64045071,Jessie,,Downtown,49.281219417202756,-123.11666231404784,Entire home/apt,100,2,63,2017-10-01,3.46,1,42
15620573,BRIGHT EXECUTIVE COAL HARBOUR 2BR/2BA +PARKING,100700087,Jamie,,Downtown,49.28731308811883,-123.1239938764342,Entire home/apt,100,2,43,2017-10-03,3.84,1,118
88549,Luxury suite in downtown Vancouver,483861,Pat And Walter,,Downtown,49.27772867177148,-123.13005185704935,Entire home/apt,85,30,79,2017-08-05,1.02,3,0
14293372,COMFORT & CONVENIENT COAL HARBOUR,48787301,Cam,,Downtown,49.287482175855885,-123.11938141091443,Entire home/apt,199,1,84,2017-09-19,5.87,2,66
3594666,* Beautiful + Trendy 2 Bedroom Central Vancouver *,1200456,Nala,,Downtown,49.27854663039602,-123.11820080315995,Entire home/apt,437,2,10,2017-07-04,0.25,6,364
20188852,Central Spacious Vancouver Home,9393127,Heidi,,Downtown,49.27744169226365,-123.11985475260462,Entire home/apt,123,2,1,2017-08-11,0.53,2,10
732895,Best Location in Downtown - Bright Beautiful 1bdr,179396,Lili,,Downtown,49.28195375803738,-123.12383395272431,Entire home/apt,138,3,165,2017-09-30,2.81,2,99
15260043,Robson St Modern Luxe Condo by Vancouver Library,29968014,Michael,,Downtown,49.27963254476764,-123.11851274071407,Entire home/apt,238,30,7,2017-09-30,0.60,1,154
20863375,Private Luxury Room At Coal Harbour Mansion,149731756,Oliver,,Downtown,49.29047185527502,-123.12928134665133,Private room,69,1,3,2017-09-30,3,3,354
4249956,Fantastic 1 BR and Den in Yaletown,14056823,Matthew,,Downtown,49.274665742406036,-123.1186334639741,Entire home/apt,159,28,15,2017-09-06,0.52,2,124
20601176,Modern Condo Downtown Vancouver,105984158,Mo,,Downtown,49.27992074567711,-123.12274576869976,Entire home/apt,145,1,1,2017-09-18,1,1,348
7472180,Room with own bathroom in a house,24056456,Gretel,,Downtown,49.278176594030164,-123.10673871089553,Private room,5000,3,10,2015-12-01,0.38,1,0
20845500,Couch & Storage,68238,Alex,,Downtown,49.27446691379418,-123.12319179756645,Shared room,94,1,3,2017-09-10,3,1,90
16314076,Junior Penthouse Water View Executive Suite,34906299,Lilian,,Downtown,49.281154738706746,-123.1184191666269,Private room,1120,3,0,,,3,361
20420895,4Vancouver Downtown Penthouse.,123995047,Shane,,Downtown,49.27882128078015,-123.128452945628,Private room,99,1,6,2017-09-28,4.62,1,110
17160446,Junior Bedroom / Shared Bathroom on Burrard Street,113148629,Amin,,Downtown,49.27725684896737,-123.12879536117748,Private room,69,1,40,2017-09-21,5.26,2,162
14588141,Private Room in the Heart of Downtown Vancouver,38623678,Carmen,,Downtown,49.2783445594257,-123.1262216419172,Private room,85,1,11,2016-09-30,0.81,1,97
7887078,Granville Studio in Downtown,41511440,Brandon,,Downtown,49.27573537095891,-123.12791927862406,Entire home/apt,110,4,3,2017-08-05,0.12,1,0
9820378,819 Hamilton Located in Yaletown!,49708236,Garett,,Downtown,49.278111879613995,-123.11606722114037,Entire home/apt,100,1,2,2016-01-19,0.09,1,0
9896993,Next to Arena. Cozy 1bdr Downtown,28984402,Mointa,,Downtown,49.278606685574104,-123.10794381922432,Entire home/apt,170,1,37,2017-09-17,1.72,1,84
12949691,Elegant downtown apartment with breathtaking views,62689744,Fariba,,Downtown,49.27570723197708,-123.13209807344516,Private room,98,1,33,2017-09-05,1.99,1,357
20651035,Centrally Located Downtown Apartment,147667255,Andrew,,Downtown,49.28032971646498,-123.12584443330915,Entire home/apt,140,3,0,,,1,247
11803633,BRIGHT BEAUTIFUL CENTRAL DOWNTOWN 2BR+2BA+PARKING,62861076,Marvin,,Downtown,49.279972792811954,-123.12264733537793,Entire home/apt,90,2,59,2017-08-25,3.21,1,143
9346054,1/Br in Penthouse! Spacious Views!,4139796,Karl,,Downtown,49.2793911561505,-123.1098290259028,Private room,90,1,18,2016-08-04,0.83,1,108
13622265,Breathtaking view of beautiful downtown Vancouver,21734622,Nick,,Downtown,49.28089073225697,-123.12571796382828,Entire home/apt,116,1,0,,,1,0
21240724,Cozy and lovely 1 bed in heart of Yaletown,52354493,Saar,,Downtown,49.278530622486585,-123.11630231938209,Entire home/apt,126,7,0,,,1,365
11672441,PERFECTION IN THE HEART OF DOWNTOWN,61023798,Emily And Joe,,Downtown,49.28320040247696,-123.11760171091403,Entire home/apt,70,3,25,2017-09-15,1.39,1,39
21142387,Quiet Vancouver downtown studio! By the seawall!,2676593,Monique,,Downtown,49.277772228872266,-123.12953880855743,Entire home/apt,125,15,0,,,1,20
19438444,Brand new studio - heart of Downtown Vancouver,136280215,Nadine,,Downtown,49.27801915648702,-123.11864538487521,Entire home/apt,100,2,9,2017-10-01,2.52,1,19
7132950,3 blcks from BC Stadium & WWC Final,37186185,Amy,,Downtown,49.277634015704606,-123.11723275600795,Entire home/apt,407,1,1,2015-07-07,0.04,1,0
20650831,Bright Studio Apartment in Yaletown,124729769,Elisha,,Downtown,49.27824963856218,-123.11944480563525,Entire home/apt,140,1,8,2017-10-01,7.27,6,83
21191502,3 Bed Sub-Penthouse Downtown w/ Water Views!,153045112,Laura,,Downtown,49.28008360882691,-123.10741663445182,Entire home/apt,499,2,0,,,1,363
6808688,Amazing View!Central DT Private Bedroom Modern Apt,34840348,Laulé,,Downtown,49.28996842227707,-123.12325499842395,Private room,75,1,246,2017-09-29,8.73,2,50
20421398,Luxurious + Free Breakfast,29867930,Vince,,Downtown,49.27434632549419,-123.11205691518727,Entire home/apt,129,3,11,2017-10-03,7.17,2,64
15718578,"NEW Fabulous Studio, Large Deck, Terrific Location",97708158,Christine,,Downtown,49.27625930572679,-123.1288554208878,Entire home/apt,99,1,60,2017-09-24,5.59,1,44
20175043,Botanical Scandinavian Suite - Gastown,6051130,Ryan & Sam,,Downtown,49.28064694544121,-123.11089685563553,Entire home/apt,250,1,15,2017-09-27,6.72,7,355
4494853,Beautiful bright modern apartment,9453431,Paul,,Downtown,49.28928989947619,-123.12844366228452,Entire home/apt,110,2,0,,,1,0
12654070,New Modern Downtown 2 BR + Parking!,4146084,John,,Downtown,49.279993308353696,-123.12247523554969,Entire home/apt,150,4,42,2017-10-02,2.47,1,16
16815581,Hotel Style Condo @Prime Downtown / AirCon.,111858301,Ada,,Downtown,49.2810192956619,-123.1262309229248,Entire home/apt,96,2,31,2017-09-17,3.91,1,142
16963059,2bedroom  in heart of Downtown,113436379,Lee,,Downtown,49.278924119014874,-123.12684697944104,Entire home/apt,91,1,0,,,2,0
19437025,Large One-Bedroom in the Heart of Yaletown!,124729769,Elisha,,Downtown,49.2759688716108,-123.11829350360055,Entire home/apt,150,3,3,2017-09-22,1.08,6,0
20944339,"Luxury Townhouse in Yaletown, Vancouver",82874575,Chris,,Downtown,49.27513034564908,-123.1238986462152,Entire home/apt,200,2,0,,,1,5
19912137,AMAZING BEDROOM - DOWNTOWN,131313505,Ray,,Downtown,49.28163462182765,-123.12195066789666,Private room,119,2,2,2017-09-04,0.80,2,26
12850610,Central Yaletown heritage conversion,24087870,Brennan,,Downtown,49.277320332981155,-123.11946069858031,Entire home/apt,175,2,23,2017-09-25,1.37,1,9
496298,"Downtown 1Bed+Den, stylish & modern",2451689,Marlin,,Downtown,49.27995947402468,-123.11683582550364,Entire home/apt,130,30,147,2017-09-28,2.29,1,247
5232056,Heart of Downtown Cozy Apartment,27078440,Elena,,Downtown,49.278895904406106,-123.11595908472493,Shared room,65,1,1,2015-03-09,0.03,1,0
18544882,Sweeping Views Studio Prime Location+Pool,27745167,Shan,,Downtown,49.27464015803835,-123.1244719290378,Entire home/apt,175,5,5,2017-08-30,1.60,1,198
11867564,Stunning Views of Granville Island!,14861232,Drewe,,Downtown,49.27494320473227,-123.13438104497146,Entire home/apt,332,4,10,2017-08-27,0.58,2,0
20616612,Garden view 1-bd in the heart of Yaletown,8509622,Sarah,,Downtown,49.276244076591,-123.12459929617177,Entire home/apt,200,4,4,2017-09-13,2.86,1,335
20682133,Vancouver Downtown Beautiful 1 BDR apt for 2,3334196,Jean,,Downtown,49.278982983615855,-123.12525485342155,Private room,139,1,0,,,2,0
20034691,Private Master Bedroom & Private Bathroom in DT.,117100646,Pio,,Downtown,49.28055659319903,-123.12316282655553,Private room,88,1,19,2017-10-03,8.38,1,66
20747426,"Bed & Breakfast Guesthouse, private room with view",148424292,Lorraine,,Downtown,49.282879259632026,-123.11332597590915,Private room,225,2,0,,,6,364
20960639,Vancouver downtown. Chinatown. Condo,150766871,Wonjae,,Downtown,49.28086667802507,-123.10929211792055,Entire home/apt,180,1,2,2017-09-27,2,1,0
14685527,"Modern Master Bedroom, Downtown Central,Great view",90992431,Aziz & Laulé,,Downtown,49.28847254191061,-123.12571776049866,Private room,75,1,101,2017-09-20,7.79,2,45
1229714,Luxury apartment Downtown Vancouver,1200456,Nala,,Downtown,49.28429065236867,-123.11569751222156,Entire home/apt,362,2,0,,,6,365
17077612,Sunrise and sunset downtown condo,34970626,Alec,,Downtown,49.276800481136526,-123.11657226520167,Private room,68,30,0,,,1,62
14357859,1 Bedroom Yaletown/Downtown Escape,32875839,Elisabeth,,Downtown,49.27998345191498,-123.11723392957786,Entire home/apt,200,3,11,2017-09-10,0.80,1,1
18142552,Coal Harbour View Apartment,125085923,Henry,,Downtown,49.28900654696908,-123.12634651944218,Entire home/apt,288,7,0,,,1,172
5920076,WATERVIEW CONDO - YALETOWN,27673390,Darren,,Downtown,49.276442257945085,-123.12350769181684,Private room,60,15,0,,,1,0
20124985,Ultra Luxury Yaletown Townhouse 2 bed W parking,4292086,Anne,,Downtown,49.277070421846275,-123.11721989337516,Entire home/apt,350,2,5,2017-09-03,2.34,8,244
15471901,Heart of Downtown Yaletown Vancouver Hornby Studio,80571916,Alya,,Downtown,49.27592592228613,-123.13145376908001,Entire home/apt,131,2,44,2017-09-29,4.05,2,256
20960560,1BR+DEN Sunlight downtown station+keyspot location,149302685,Danny,,Downtown,49.28002024564562,-123.1114123878575,Entire home/apt,106,1,2,2017-09-23,2,1,80
20208149,Vibrant Downtown Condo by Entertainment district,58739472,Iqbal,,Downtown,49.27868992576265,-123.10877506030194,Entire home/apt,108,2,0,,,1,146
14916726,Yaletown Condo with a great patio!!,13316385,Tara,,Downtown,49.280108417581815,-123.12249278188446,Entire home/apt,150,2,9,2017-10-01,0.69,1,36
16489529,Beautiful apartment in the heart of yaletown.,13876893,Sam,,Downtown,49.277446897128186,-123.11672290938577,Entire home/apt,120,2,76,2017-10-01,8.11,1,18
19979350,"Modern apartment in Downtown/Yaletown, Vancouver",34111386,Jack,,Downtown,49.28038749969564,-123.12288968735619,Entire home/apt,125,2,5,2017-10-02,3.85,1,115
17977183,Entire Ap Centre of DT with parking,24989145,Ayla,,Downtown,49.28062295131442,-123.12449962237835,Entire home/apt,115,1,39,2017-09-30,6.72,3,153
14949434,"Bright, Open and Cozy Yaletown Downtown Studio!",79118323,Fred And Donna,,Downtown,49.275916037967804,-123.11459730607363,Entire home/apt,139,3,22,2017-10-03,1.85,1,6
891958,Modern & Bright Vancouver 1Br Condo + Pool & Gym,4714179,Sarah,,Downtown,49.27576405630565,-123.12808810923804,Entire home/apt,199,2,24,2017-10-01,1.65,1,22
15178789,Fantastic location ModernCharm in Downtown+Parking,33680938,Jay,,Downtown,49.290514877337436,-123.12788765236895,Entire home/apt,105,5,75,2017-07-14,6.16,1,18
4709422,"Best View,Private room@SubPenthouse",1576351,Sara,,Downtown,49.27972751572003,-123.10670076643343,Private room,250,1,14,2017-09-06,0.48,2,179
7838721,Open concept Gastown studio!,15077998,Mandi,,Downtown,49.28025796201353,-123.10614820580706,Entire home/apt,149,3,50,2017-09-10,2.50,3,82
20765720,"ULTRA cozy, modern &clean, close to EVERYTHING!",32885250,Tiffany,,Downtown,49.27852870208356,-123.10883325355682,Entire home/apt,125,1,8,2017-10-01,7.27,1,355
14800174,"2 bed, 2 bath - Amazing False Creek views",92454771,Matt,,Downtown,49.27835700215696,-123.10671933675583,Entire home/apt,451,2,0,,,1,0
20747554,Stunning Bright 2 Bedroom - Downtown Vancouver!,19981816,Alysha,,Downtown,49.28084833080422,-123.12035974125855,Entire home/apt,250,2,1,2017-10-05,1,1,316
6493460,"Large bdrm, solarium & den Yaletown",22786896,Sandra,,Downtown,49.27727178262297,-123.11820728060664,Entire home/apt,125,1,1,2016-07-25,0.07,3,0
9475313,Downtown/Coal Harbour  1BED + 1BATH,42226772,Jimmy,,Downtown,49.28774422418562,-123.12350347997031,Entire home/apt,208,2,93,2017-10-02,4.13,1,88
2876247,$99 Downtown Robson Yaletown Near Library,5268156,Sharon & Allan,,Downtown,49.277992539471505,-123.11641351588378,Entire home/apt,99,2,122,2017-09-20,2.92,5,60
17268942,Beautiful Studio - Best Location Downtown,70846715,Tatiana,,Downtown,49.276805768415144,-123.1144578389486,Entire home/apt,99,4,7,2017-05-20,0.94,1,0
267289,Central Burrard & Nelson--sleeps 4-Family Frndly,19982,Michael,,Downtown,49.2807656745319,-123.12504147959872,Entire home/apt,188,3,79,2017-09-24,1.17,1,351
5641213,Downtown Apartment W/ Parking,5291167,Simon,,Downtown,49.27637418433109,-123.12357492439476,Entire home/apt,74,28,53,2017-08-03,1.71,1,220
9901027,Private room with shared bathrooms -boutique hotel,48804113,Brian,,Downtown,49.283848485546145,-123.11251635765156,Private room,98,1,24,2017-09-19,1.11,2,152
9114601,One Bedroom Apartment Downtown Van,12256760,Stephanie,,Downtown,49.27789966415726,-123.12917005810941,Entire home/apt,80,5,0,,,1,0
17994715,Yaletown Gem Studio with Parking (P1),23977001,Emma,,Downtown,49.275652842167496,-123.12224950714092,Entire home/apt,120,25,3,2017-08-12,0.56,6,247
1466647,One Bedroom,7856227,Christian,,Downtown,49.28111307148943,-123.11042197189177,Entire home/apt,249,2,7,2017-07-19,0.20,1,90
19792714,Best view in Vancouver - 1 bedroom Yaletown,1649068,Ben,,Downtown,49.27724582515496,-123.11652049157296,Entire home/apt,150,3,1,2017-08-27,0.73,1,44
13669298,Penthouse Waterfront HOTEL Style Bedroom Downtown,74865763,Dave,,Downtown,49.286850438995465,-123.12337254550829,Private room,145,2,52,2017-09-19,3.43,3,306
15602618,Park-front townhouse with enormous ceilings,3619838,Warren,,Downtown,49.275355849515535,-123.12327410624943,Entire home/apt,375,21,3,2017-09-02,0.35,4,177
14406551,"Light filled 2 Bed w/ Mountain, Water & City Views",20025961,Lesley & Adam,,Downtown,49.278982148728915,-123.1080929419976,Entire home/apt,325,4,21,2017-09-05,1.53,1,78
20091777,Downtown 2 Bedroom 2 Bathroom Den  Water view,142859485,Cheryl,,Downtown,49.27277028856952,-123.11507861969464,Entire home/apt,299,3,10,2017-09-21,5.77,1,89
13964153,Deluxe Yaletown Condo Sleeps 3-4 Guests,72117522,Leanne,,Downtown,49.278915255121646,-123.12168265151914,Private room,120,1,19,2017-09-24,1.28,1,0
20960102,Cozy Suite on the Top Floor in downtown Vancouver,150760038,Shali,,Downtown,49.28814071602592,-123.1268287501219,Entire home/apt,100,3,2,2017-09-28,2,1,52
19059553,"Million Dollar Views, Executive 1 Bedroom Downtown",61023666,Paul,,Downtown,49.284880473985815,-123.11153881510467,Entire home/apt,80,3,6,2017-08-25,1.50,2,29
19288927,DELIGHTFUL 1 BDRM + 1 BATH + 1 PARKING DOWNTOWN,100815909,Momoko,,Downtown,49.278818476615974,-123.10928523337499,Entire home/apt,100,2,15,2017-10-02,4.41,1,27
20730691,Private Room in Beautiful Downtown Vancouver!,148460654,Justin,,Downtown,49.280529209233926,-123.12509573412484,Private room,111,1,0,,,1,71
20802013,Beautiful downtown apartment,65604184,Lauren,,Downtown,49.28116971027033,-123.11836556147615,Private room,100,7,0,,,1,42
17837412,Central downtown apartment,121988970,Mark,,Downtown,49.2832447951802,-123.11456996793434,Entire home/apt,169,1,11,2017-08-15,1.75,2,180
20060316,"Bright, Spacious downtown condo near Seawall!",47059870,Ariel,,Downtown,49.276863653483545,-123.13082148431941,Entire home/apt,300,2,2,2017-07-31,0.82,2,62
19486811,Gorgeous condo with water and moutian view,136774225,Anna,,Downtown,49.29046324340898,-123.12535021989396,Private room,175,1,6,2017-10-01,3.27,1,84
20813889,1 br apt in the Heart of DT. Free Parking +Netflix,72899919,Vova,,Downtown,49.28262453471246,-123.11684372477515,Entire home/apt,66,4,5,2017-09-28,5,4,41
11305987,A GEM IN THE HEART OF YALETOWN,52175189,Mahalia,,Downtown,49.27891903606233,-123.11879342374284,Entire home/apt,140,3,24,2017-09-27,1.29,2,162
20994076,5min Walk to Beach One BR Cozy Apt,151123195,Z,,Downtown,49.277687283436805,-123.12913384484057,Entire home/apt,139,1,2,2017-10-01,2,1,259
17733636,Designer Suite with Panoramic View,120563931,B.F.,,Downtown,49.27986927609116,-123.11719036937085,Entire home/apt,150,30,40,2017-09-24,6.90,1,194
1103566,Modern Apt in Heart of Downtn-3BR+2Bath+Office+Pkg,6060927,Arin,,Downtown,49.27864839479551,-123.10722232107143,Entire home/apt,349,3,147,2017-09-30,4.64,1,267
7476982,Luxurious 2 Bedroom Condo w/parking,10355717,Thomas,,Downtown,49.277985467781065,-123.10861838840796,Entire home/apt,235,2,35,2017-09-17,1.37,5,314
20059885,a few steps from all the action in Downtown,2260595,James,,Downtown,49.27870856331738,-123.10663224610344,Entire home/apt,149,1,9,2017-09-22,3.86,2,109
7083715,Cozy room+balcony in Vancouver DT!,35978577,Melissa,,Downtown,49.275826257657414,-123.12770074898631,Private room,50,1,77,2017-10-01,2.80,1,330
8509148,Yaletown 1 BR condo fully furnished,19173967,Handan,,Downtown,49.27654890315697,-123.11808937675417,Entire home/apt,130,7,14,2017-07-29,0.88,1,58
9803473,Studio Downtown Vancouver,25397409,Luana,,Downtown,49.27588157176866,-123.12615063889477,Entire home/apt,110,2,1,2016-07-17,0.07,1,0
1021607,Deluxe Junior One Bedroom (2 Beds),5623565,Hajime,,Downtown,49.27826385291159,-123.12085207409538,Entire home/apt,120,28,87,2017-09-02,1.59,1,109
14112422,Modern Yaletown 700 sq. ft. studio,63676271,Katie,,Downtown,49.27567792982178,-123.12098420457954,Entire home/apt,120,3,27,2017-09-24,1.88,2,114
202397, DT VANCOUVER/CENTRAL TO EVERYTHING,991152,Mark,,Downtown,49.275978643206756,-123.12933305251718,Entire home/apt,100,30,23,2017-09-01,0.37,1,159
2709132,Better Location than any hotel!,13840127,Maddy,,Downtown,49.277703853166685,-123.10843855517035,Entire home/apt,250,2,49,2017-06-27,1.15,1,33
18978445,"Trendy, Cozy, Spacious, Private Downtown Condo",46576496,Stephen,,Downtown,49.27856239731692,-123.10752030931503,Entire home/apt,135,1,8,2017-09-30,2.53,1,12
1365609,GREAT LOCATION DT 1BD FULL APT PRKG,7336501,Maha,,Downtown,49.27824115723091,-123.12881746748397,Entire home/apt,130,2,39,2017-07-02,0.77,4,131
7263823,Luxury Apartment in Yaletown,38029432,Fiona,,Downtown,49.27668323045488,-123.12518899217297,Entire home/apt,130,4,15,2017-07-03,0.55,1,279
6837847,Central Location Downtown Vancouver,16176325,Adam,,Downtown,49.280033530499885,-123.10788860572389,Entire home/apt,99,2,60,2017-09-20,5.37,2,164
14079589,"Luxury Living 2 Bedroom, 2 Bathroom + Balcony",10184177,Liana,,Downtown,49.27454174962345,-123.1140358182352,Entire home/apt,120,30,4,2017-06-19,0.29,1,97
14931534,Private Room in Yaletown Apt with Water View,93895610,Dan,,Downtown,49.275309499886376,-123.12675379496469,Private room,80,2,29,2017-09-30,2.25,1,304
3511896,Modern - Entire Apt. - Downtown Van,17682040,Christina,,Downtown,49.278763786368074,-123.12705061132125,Entire home/apt,140,5,3,2014-08-21,0.08,1,0
20502093,Diogenes Room in Yaletown,4492755,Ares,,Downtown,49.27924991746347,-123.11717132085414,Private room,99,2,0,,,5,174
11621956,The Canadian - 1BR,58385754,Kivaan,,Downtown,49.28022604230109,-123.12488546459426,Entire home/apt,163,1,0,,,1,0
12309772,Great Location! Spacious 2bed2bath,930612,Melanie,,Downtown,49.28688418930136,-123.12323736287843,Entire home/apt,165,2,60,2017-09-20,3.36,3,8
7853563,Beautiful and bright Yaletown flat,5455906,Olivier,,Downtown,49.2784392821572,-123.12269468481573,Entire home/apt,229,3,96,2017-02-26,3.68,1,0
17732352,Heart of Yaletown - Water view 1 Bedroom/Balcony,120918198,Isa,,Downtown,49.277983409403774,-123.12097112077973,Entire home/apt,200,2,4,2017-05-10,0.59,1,0
21000767,Best Townhouse Bedroom You can ask for!,3731303,Ritz,,Downtown,49.280169856746596,-123.11388000309884,Private room,179,1,0,,,3,363
20861202,Coal Harbour Mansion Private Luxury Queen Room,149731756,Oliver,,Downtown,49.290938103201704,-123.12735758284124,Private room,93,1,7,2017-10-04,7,3,337
20713738,Bedroom w Bathroom & Balcony in Perfect Location,38313386,Ryan,,Downtown,49.279123989351824,-123.10761968878074,Private room,175,1,2,2017-09-03,1.71,1,4
6703903,Stunning apartment right downtown!,35092088,Dana,,Downtown,49.28135122908259,-123.1202737614786,Entire home/apt,380,2,53,2017-09-09,1.90,2,88
18690657,"温哥华市中心最佳位置,设计师出品的日式3居室 819 Hamilton st Vancouver",35663901,Pauline,,Downtown,49.27799243634893,-123.11593666698855,Entire home/apt,300,4,7,2017-09-20,1.71,1,365
14553332,Great Appartment with even Better Location!,11308606,Ann,,Downtown,49.277098221618786,-123.12313060967944,Entire home/apt,188,5,13,2017-08-09,0.95,1,81
20664554,Beautiful Bedroom in Newly Updated Apartment,24978264,Nick,,Downtown,49.280303807355246,-123.1087182466033,Private room,150,1,6,2017-09-29,5.14,2,361
13766869,SUPER CENTRAL DOWNTOWN VANCOUVER STUDIO YALETOWN,9809769,Michael,,Downtown,49.27980158004991,-123.12099347246847,Entire home/apt,115,24,16,2017-09-30,1.11,3,343
16584912,Brad-New 1 BR apartment in the heart of Vancouver,58448524,Chuck,,Downtown,49.28106520188198,-123.11630209798976,Entire home/apt,165,3,9,2017-10-01,2.81,1,19
6338586,Live in the heart of Vancouver!,31635801,Dannick,,Downtown,49.280045059806646,-123.1140889455162,Entire home/apt,179,5,74,2017-10-04,2.62,3,47
18731174,Designers Waterview Loft,6051130,Ryan & Sam,,Downtown,49.28551618641291,-123.11913467966265,Entire home/apt,501,2,8,2017-08-04,1.89,7,365
14717069,"Central, Beautiful Apartment in Yaletown + Parking",91590901,Key,,Downtown,49.28023103554734,-123.11570099851208,Entire home/apt,150,1,14,2017-09-02,2.39,1,1
12652666,AMAZING EXECUTIVE CONDO DOWNTOWN 2BR+2BA+PARKING,29271480,Jason,,Downtown,49.28531302036278,-123.11587214301365,Entire home/apt,150,2,57,2017-06-24,3.28,1,102
13865079,"Quiet, Modern Town House (Steps from Downtown)",22407963,Rob & Shannon,,Downtown,49.27567862879009,-123.09991943407432,Entire home/apt,130,2,19,2017-09-24,1.64,1,32
6377589,1 of 3 bdrm Gem in Coal Harbour,33241227,Kevin,,Downtown,49.28717722665336,-123.12355582056006,Private room,70,2,3,2015-08-12,0.11,1,0
21188718,Luxury furnished condo Downtown perfect location,152602192,Michael,,Downtown,49.28246795232108,-123.11977006981081,Entire home/apt,200,1,0,,,2,87
13209691,❤️  DT - Entire PH &400sf deck Yaletown/WestEnd,74050078,Akaisha,,Downtown,49.28038271772594,-123.12382143797322,Entire home/apt,524,7,6,2017-08-20,0.39,1,246
15618109,LIVE FRONT ROW CENTER IN THE HEART OF DOWNTOWN,100678589,Mario,,Downtown,49.27917296829276,-123.11864472011398,Entire home/apt,95,2,45,2017-09-30,3.96,1,7
21205069,"HEART of downtown, Moden Condo with Stunning view",141018635,Micheal,,Downtown,49.27916071999918,-123.11997358828827,Entire home/apt,179,2,0,,,1,78
20697145,"Clean, Amazing location, and views, Perfect 10.",946115,Kori,,Downtown,49.276008306368865,-123.12763375665286,Entire home/apt,150,2,4,2017-09-25,3.16,1,44
9097260,Luxury 1B in Yaletown w views,21377384,Peter,,Downtown,49.27588130408146,-123.12609835571155,Private room,110,4,1,2015-12-27,0.05,1,0
13604799,Vancouver Gorgeous 2 BDR Q+Q For 4,21659291,Brielle,,Downtown,49.28013517776469,-123.12662670654507,Entire home/apt,156,1,9,2017-08-25,0.57,4,0
20993827,Near of everything,151121554,Emily,,Downtown,49.27471238973047,-123.12337121077837,Private room,70,1,2,2017-10-03,2,2,37
19863316,BRAND NEW / **Upscale** / 2BR / 1000 sq / Downtown,84858072,Sergey,,Downtown,49.28006494042241,-123.10889794944622,Entire home/apt,199,1,22,2017-09-30,7.95,2,70
4494498,Luxury Subpenthouse in Yaletown,17829585,Peter,,Downtown,49.27634031831604,-123.13256408701787,Entire home/apt,120,1,87,2017-09-29,2.87,1,312
7132328,"Open,Modern 2B/2B with Ocean Views",9967119,Jay,,Downtown,49.27788519878163,-123.1067094621334,Entire home/apt,249,1,16,2017-09-10,0.63,1,364
4527258,"Private Cozy Room/Gym/Pool/Sauna,..",16631729,Nima,,Downtown,49.28355212620064,-123.11280619289381,Private room,50,30,27,2017-09-18,0.96,2,154
11228273,Stunning 2bd right in the action,8374150,Jay,,Downtown,49.27962275879012,-123.1066142505659,Entire home/apt,159,2,82,2017-10-01,4.13,2,15
19469445,Double Double on Beach Ave,136575879,Jon,,Downtown,49.27526618537594,-123.13240462112954,Entire home/apt,337,2,10,2017-09-16,3.57,1,88
20516375,LUX APARTMENT WITH VIEW IN THE HEART OF VANCOUVER,131313505,Ray,,Downtown,49.27694848722799,-123.12568561833451,Entire home/apt,163,3,1,2017-09-11,1,2,154
13669501,Rosedales on Robson Vancouver Downtown,79499769,Cynthia,,Downtown,49.278616062308195,-123.11682058558084,Entire home/apt,200,1,15,2017-08-06,1.02,2,188
15373431,Absolutely Unique Loft Downtown,89175011,Ye,,Downtown,49.27981791880003,-123.12173166849747,Entire home/apt,218,2,21,2017-09-23,6.12,1,56
8541289,Stylish Executive Condo,537767,Jorge,,Downtown,49.27888408721051,-123.12504809953757,Entire home/apt,95,3,31,2017-08-14,1.50,1,318
8756493,Two Floor Modern Loft Living,45921934,Adam,,Downtown,49.28039348411467,-123.1209859014442,Entire home/apt,100,1,0,,,1,0
15127617,Unique Spacious Loft Downtown,29715642,Nat,,Downtown,49.27983182937255,-123.12291905532967,Entire home/apt,160,2,90,2017-09-30,7.54,2,147
