id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
8369226,Private Loft in the Cedars...,40538295,Aimee,,Dunbar Southlands,49.233020935972334,-123.18358044456177,Entire home/apt,99,2,62,2017-10-04,2.88,1,121
19736545,SPARROWS NEST BEST LIL ROOM TO REST,135069941,Cindy,,Dunbar Southlands,49.22841318772863,-123.19901034429715,Private room,78,1,9,2017-09-17,3.29,1,145
5941855,Luxury New 3 Bedroom Coach House,7324823,Mike And Kate,,Dunbar Southlands,49.240233303224365,-123.18457356281846,Entire home/apt,250,3,39,2017-09-24,1.32,2,315
18477085,ON SALE! UBC Vancouver Golf Course View Bungalow,8697138,Jessica,,Dunbar Southlands,49.23498107159414,-123.20026720975592,Entire home/apt,780,3,2,2017-08-20,0.88,4,362
12306462,Elegant Home with Sunny Deck & Pool,1248121,Lori,,Dunbar Southlands,49.240603840199626,-123.19050005221054,Entire home/apt,426,3,1,2016-08-27,0.07,3,0
13419885,2 BR 3 BD Great location,16641764,Fiona,,Dunbar Southlands,49.256176321866775,-123.18684600505239,Entire home/apt,140,2,64,2017-09-30,4.09,1,137
20788901,Monet's home,65615363,Shen,,Dunbar Southlands,49.24390193058548,-123.18631708864751,Private room,69,1,3,2017-09-22,3,1,362
19180564,Modern 2BRM/2Bath Westside Condo,22374806,Julie,,Dunbar Southlands,49.23512733592039,-123.18609471340056,Entire home/apt,200,5,3,2017-08-31,1.70,1,63
15957934,Private room-3 near UBC,73238515,Cora,,Dunbar Southlands,49.234328281116944,-123.19290397642312,Private room,60,1,1,2017-04-01,0.16,19,55
16755,Elegant Dunbar B&B-close to UBC,65078,Joanne,,Dunbar Southlands,49.255724590582126,-123.19079185999793,Private room,195,3,0,,,1,157
13885159,Upper fl with two bedrooms and one sofa bed,73238515,Cora,,Dunbar Southlands,49.234123759690384,-123.19339390962726,Private room,220,1,9,2017-08-06,0.62,19,90
11123681,Beautiful Quiet English Heritage Vacation Home,6203239,Darrell,,Dunbar Southlands,49.235427641057065,-123.18625868046772,Entire home/apt,300,4,1,2017-08-09,0.51,1,115
2570965,*Total Privacy+Separate Entry*,19916,Cathy + Tom,,Dunbar Southlands,49.23900277823019,-123.18095872064356,Private room,80,2,227,2017-10-01,5.45,2,21
10992078,Cozy Modern 2BR Suite Near UBC,37451224,Karen,,Dunbar Southlands,49.253406108610655,-123.177783073999,Entire home/apt,120,3,65,2017-09-17,3.27,1,296
18181035,Female ONLY Convenient Quiet  Private 2br Suite,113436379,Lee,,Dunbar Southlands,49.24957125296854,-123.17552857649592,Entire home/apt,85,1,5,2017-06-23,1.26,2,123
19662425,Room Near UBC Vancouver,138436761,Fahad,,Dunbar Southlands,49.25717797592913,-123.19496905337348,Private room,43,30,2,2017-08-19,0.69,1,0
12593594,Modern family home/Vancouver's Dunbar neighborhood,68321264,Nicole,,Dunbar Southlands,49.252615432297986,-123.18167788974166,Entire home/apt,300,2,7,2017-08-15,0.46,1,0
20537405,"New 2BDR suite,quiet & nice in Vancouver west",146641358,Kathy,,Dunbar Southlands,49.24462391870518,-123.1736341922756,Entire home/apt,155,1,12,2017-10-01,7.50,1,154
7764603,Cosy arts and craft house in Dunbar,40834861,Alexandra,,Dunbar Southlands,49.238543452116566,-123.17965002088141,Entire home/apt,300,3,0,,,1,0
5659689,Beautifully renovated 3 bed home,29335268,Elizabeth,,Dunbar Southlands,49.23119503607223,-123.1866429354548,Entire home/apt,300,3,7,2017-09-02,0.26,1,97
8535966,New 1 Bedroom/Studio Apartment,6542094,Lindsey,,Dunbar Southlands,49.2346761541935,-123.18669254038579,Entire home/apt,100,2,0,,,1,0
16415903,Master Bedroom in Beautiful Character House,1125653,Sage,,Dunbar Southlands,49.24358299448025,-123.17774848765123,Private room,59,3,1,2017-01-10,0.11,2,32
16585897,"Undesignated Heritage Home, Dunbar",32878305,Alexandra,,Dunbar Southlands,49.248359048355375,-123.18525142392062,Private room,45,3,11,2017-09-05,1.42,1,36
3522508,Charming basement suite - near UBC,3527628,John & Erin,,Dunbar Southlands,49.23201074594435,-123.20810016928516,Entire home/apt,125,1,136,2017-09-18,3.48,1,47
15957774,Private room-2 near UBC,73238515,Cora,,Dunbar Southlands,49.23436731355247,-123.19362356940218,Private room,50,1,1,2017-04-27,0.16,19,90
6897283,Collingwood Cottage near Dunbar,36141263,TerenceAshley,,Dunbar Southlands,49.25596275487707,-123.18075259681135,Private room,119,4,17,2017-09-10,0.61,2,364
13480736,west coast style house in park like setting,77189590,Les,,Dunbar Southlands,49.23001319568332,-123.19690954292415,Private room,59,1,75,2017-08-28,4.79,2,82
2063064,KingEd Garden Suite/Character Home,10557778,Trudy,,Dunbar Southlands,49.25132518605899,-123.17862100278334,Entire home/apt,195,1,78,2017-08-29,1.70,1,117
14187105,West King Edward Bedroom#1,5164882,Dagmar & Angelo,,Dunbar Southlands,49.25005112345502,-123.18230877992792,Private room,80,3,2,2017-07-30,0.47,2,278
14126267,Private Room Dunbar Area Near UBC (Main Floor),26414769,Shawn,,Dunbar Southlands,49.252793376236795,-123.19136895909206,Private room,50,21,4,2017-09-13,0.29,2,364
20282634,Garden Suite with Private Entrance and Bath,31908859,Sumeet,,Dunbar Southlands,49.251360423694855,-123.18500518508053,Entire home/apt,125,5,4,2017-09-25,3.24,1,8
3422597,Lux Vancouver Lanehouse Near UBC,5422969,Julie,,Dunbar Southlands,49.25517354285701,-123.18549304208955,Entire home/apt,169,7,34,2017-09-27,0.86,1,72
13809980,Your own lovely little house,73238515,Cora,,Dunbar Southlands,49.234063597759615,-123.19325431386925,Entire home/apt,258,1,27,2017-08-20,1.82,19,63
12401530,Spacious Upper Floor Room,37424972,Annie & Julia,,Dunbar Southlands,49.240517802216935,-123.18568481140049,Private room,70,1,10,2017-08-28,0.65,6,302
16382806,Dunbar Suite,87642130,Bill,,Dunbar Southlands,49.25788655122835,-123.19030857016543,Private room,120,1,13,2017-08-27,3.98,2,18
16693346,"West coast style home, master bedroom with ensuite",77189590,Les,,Dunbar Southlands,49.23068161304939,-123.19714150294243,Private room,68,2,11,2017-09-26,2.80,2,58
11548598,Dunbar's Vancouver Special,60960450,Sara,,Dunbar Southlands,49.2568190907314,-123.18848765741028,Entire home/apt,250,7,0,,,1,0
12973581,2BDRM Suite in Quiet Home Near Pacific Spirit Park,71397006,Melodi,,Dunbar Southlands,49.24971388266535,-123.19047790747553,Entire home/apt,145,3,9,2016-08-02,0.54,1,152
17446304,Queen Room-2 near UBC,73238515,Cora,,Dunbar Southlands,49.23621620395187,-123.19505120348131,Private room,65,1,2,2017-07-15,0.63,19,56
6990050,New Detached Coach House w/carport,36648095,Rex,,Dunbar Southlands,49.240435146897056,-123.18607302592146,Entire home/apt,160,1,17,2017-07-30,0.61,1,0
17904278,Near UBC basement room C for rent,73103658,Kaylie,,Dunbar Southlands,49.2331343535181,-123.1927429282337,Private room,60,3,2,2017-08-13,1.00,2,84
21213844,Comfortable 1 bedroom garden level suite,35481070,Nigel,,Dunbar Southlands,49.25715624254477,-123.18274634046882,Entire home/apt,65,2,0,,,1,78
18510426,Great 2 bds Suite in Central Vancouver,128482794,Susan,,Dunbar Southlands,49.23581331995426,-123.18100401147835,Entire home/apt,59,2,20,2017-10-01,3.97,1,75
2601715,Self-Contained 1 Bedroom Garden Apartment,13304931,The Redmond Family,,Dunbar Southlands,49.237621700749045,-123.18525853611732,Entire home/apt,120,7,3,2017-09-28,0.29,2,356
15282550,Vancouver Dunbar Bed and Breakfast,9785787,Richard,,Dunbar Southlands,49.243416302083276,-123.19451712362151,Private room,159,3,0,,,1,173
19624295,Two Bedroom Character House,87642130,Bill,,Dunbar Southlands,49.25730206377265,-123.19021967931204,Entire home/apt,270,1,2,2017-08-26,1.30,2,0
20591718,Near UBC short term rent for basement room B,73103658,Kaylie,,Dunbar Southlands,49.23324095200415,-123.1925857329076,Private room,53,2,5,2017-09-30,3.57,2,78
19821594,Homey place in kits,17643568,Moneara,,Dunbar Southlands,49.257024389270825,-123.19144041800196,Private room,70,1,0,,,4,364
15988196,2 Bedroom Spacious Coachhouse Near UBC!,13932306,Robyn,,Dunbar Southlands,49.231585915473964,-123.19090192808939,Entire home/apt,203,7,2,2017-07-31,0.38,2,158
15151175,Lovely independent Dunbar two-bedroom suite,96113663,Paul,,Dunbar Southlands,49.254847801796124,-123.1859160197709,Entire home/apt,120,1,19,2017-10-01,1.57,1,0
5812309,Top Floor bedroom with west deck,13647506,Don & Trenna,,Dunbar Southlands,49.23317385434653,-123.18140333520654,Private room,100,1,2,2015-07-04,0.07,3,175
19197977,Room for rent,134304408,Mary,,Dunbar Southlands,49.233592495826734,-123.18898931540674,Private room,70,1,13,2017-08-19,3.82,2,0
1301845,Private Garden Suite,7078248,Paula,,Dunbar Southlands,49.24573041610908,-123.18942730190614,Entire home/apt,120,3,15,2017-08-31,0.29,1,56
2666430,Room in family home near UBC,13647506,Don & Trenna,,Dunbar Southlands,49.2326605490827,-123.18110418075854,Private room,73,1,4,2016-09-23,0.10,3,278
5533328,Sun-flooded 3 bedroom home ,19051100,Kurt,,Dunbar Southlands,49.25151851531426,-123.17507379108037,Entire home/apt,125,25,0,,,1,0
13416381,Sweet Home ALL TO YOURSELF//Brand new and cheap!,76438826,Ricky,,Dunbar Southlands,49.24822425384389,-123.1838535001638,Entire home/apt,134,2,12,2017-09-18,3.13,1,28
16633271,Famliy bedroom near UBC-Laneway,73238515,Cora,,Dunbar Southlands,49.23482469728989,-123.19476101782638,Private room,85,1,1,2017-01-31,0.12,19,54
9153857,5 min to UBC with mountain view. great bus service,47655462,Sylvia,,Dunbar Southlands,49.2567839395013,-123.18438240992614,Private room,75,2,34,2017-09-19,2.02,1,359
18672694,Comfy room in Amazing Character House,1125653,Sage,,Dunbar Southlands,49.24428347770378,-123.1800570047086,Private room,59,3,16,2017-09-24,3.33,2,353
13897005,Bright Modern Mini House,59191232,Marc,,Dunbar Southlands,49.25655858755082,-123.1818322098204,Entire home/apt,180,1,61,2017-09-26,4.04,1,332
6414969,A Picturesque Garden Suite Dunbar,22579921,Michelle,,Dunbar Southlands,49.24553097099251,-123.19283001867535,Entire home/apt,105,14,11,2017-08-11,0.40,1,88
20459312,Iconic Views and Vancouver Charm,11766136,Jane,,Dunbar Southlands,49.253167561250436,-123.17399542212567,Entire home/apt,275,2,0,,,1,59
12423800,Georgian Colonial near UBC,67199819,Beryl,,Dunbar Southlands,49.25082339420322,-123.18746994598595,Entire home/apt,401,3,35,2017-10-04,2.03,1,349
16149798,Luxury New 3 Bedroom Coach House,59593841,Anna,,Dunbar Southlands,49.23799390253254,-123.17958587614034,Entire home/apt,268,1,22,2017-09-03,2.20,1,194
15510823,Cozy kits home,17643568,Moneara,,Dunbar Southlands,49.25698838041455,-123.19158458919387,Private room,100,1,1,2017-09-02,0.86,4,365
20126925,House at Dunbar,134304408,Mary,,Dunbar Southlands,49.234818005183016,-123.19169558262851,Private room,70,1,1,2017-08-27,0.73,2,0
11398350,Luxury Family Home on Park,59814627,Haley,,Dunbar Southlands,49.245075197622306,-123.17213216525616,Entire home/apt,558,2,3,2017-08-15,0.94,1,0
19000509,New 1 BR Ground Level Courtyard In 3 Story House,34777923,Carmen,,Dunbar Southlands,49.243266942282816,-123.1934351344131,Entire home/apt,150,7,4,2017-08-02,1.19,1,116
18196541,6Tidy&simply private room with private bathroom6,123647873,Beibei,,Dunbar Southlands,49.24017333641948,-123.18221597093647,Private room,50,3,15,2017-09-23,2.88,9,328
16918576,Sofa bed in living room near UBC-laneway,73238515,Cora,,Dunbar Southlands,49.23471224924851,-123.19366104826847,Shared room,35,1,0,,,19,56
14823742,3BR basement suite near UBC,73238515,Cora,,Dunbar Southlands,49.2352399875076,-123.1932019845355,Entire home/apt,200,1,2,2016-09-12,0.15,19,90
609677,"3 bedroom home in Vancouver, BC",3023248,Petra,,Dunbar Southlands,49.256355538971704,-123.18146145498126,Entire home/apt,275,3,4,2017-08-26,1.54,1,315
18196231,5New!Sun-filled room with shared new bathroom5,123647873,Beibei,,Dunbar Southlands,49.238090569112714,-123.18180446497728,Private room,61,3,13,2017-09-05,2.85,9,292
18179769,4Lovely!Chic!Comfortable!with shared new bathroom4,123647873,Beibei,,Dunbar Southlands,49.23816556655971,-123.18029614904698,Private room,63,3,12,2017-09-10,2.37,9,281
7104918,Luxury Dunbar Heritage Home,6463096,Sarah,,Dunbar Southlands,49.25799820069351,-123.19422432894017,Entire home/apt,451,3,2,2016-05-25,0.10,1,89
3090810,Beautiful Family Home - 4 bedrooms,15720456,Elizabeth,,Dunbar Southlands,49.24313855783382,-123.17976346844655,Entire home/apt,289,4,0,,,1,0
19245384,Cozy Garden Suite,134724079,Michelle,,Dunbar Southlands,49.24307108029923,-123.1730084620239,Private room,200,3,10,2017-09-03,2.88,2,19
6464960,Private basement suite - own entry,8557310,Shelley,,Dunbar Southlands,49.23901174465754,-123.18058551433833,Entire home/apt,129,4,18,2017-09-04,0.63,1,274
7234906,ModernGardenSuite in Dunbar,37880290,Nancy,,Dunbar Southlands,49.255750189125855,-123.18565805163806,Entire home/apt,200,3,31,2017-08-31,1.17,1,0
20096331,Single house villa in Vancouver city.,76772661,Mike,,Dunbar Southlands,49.2365232576307,-123.17882022955537,Entire home/apt,260,30,3,2017-08-20,1.61,2,56
18179282,3Bright and large private bedroom and bathroom3,123647873,Beibei,,Dunbar Southlands,49.238781595851414,-123.1803400461249,Private room,66,3,10,2017-09-01,2.16,9,213
8889470,Best View in Vancouver!,46511401,Jared,,Dunbar Southlands,49.25307694188906,-123.17708997674427,Private room,34,3,1,2017-10-01,1,1,2
19244088,Beautiful Bungalow,134724079,Michelle,,Dunbar Southlands,49.24135087880249,-123.17124485344503,Private room,250,2,15,2017-10-01,4.41,2,18
3908609,New Lanehouse Kerrisdale/UBC/Vancou,20246199,Jessica,,Dunbar Southlands,49.24015894236846,-123.17270126840597,Entire home/apt,135,2,5,2015-08-15,0.15,1,0
18160163,2New!!!!!!Brand new private bedroom with bathroom2,123647873,Beibei,,Dunbar Southlands,49.23964579648474,-123.18200728546609,Private room,65,3,16,2017-08-31,3.06,9,158
12755323,Prime Location close to UBC Entire,3656529,Manager,,Dunbar Southlands,49.23115040522052,-123.18208282604591,Entire home/apt,377,30,9,2017-09-22,0.57,3,164
16458504,Vancouver West 800sqft 1Bed Open Half Basement,47449382,Racing中的Aiden,,Dunbar Southlands,49.24183872515676,-123.17531417880038,Private room,88,1,0,,,1,272
6103700,Family home - Vancouver's West side,11481889,Jennifer,,Dunbar Southlands,49.24600318327411,-123.17981615217897,Entire home/apt,116,21,0,,,1,0
2722632,Upscale Garden Suite Close to UBC,13932306,Robyn,,Dunbar Southlands,49.23186264783214,-123.1888022686054,Entire home/apt,115,3,20,2016-08-13,0.48,2,247
20553382,VANCOUVER CEDAR COTTAGE... located in Prime DUNBAR,146778555,Barbara,,Dunbar Southlands,49.24573649662205,-123.17882218620235,Private room,125,3,1,2017-09-21,1,1,315
20413689,Luxury Bedroom in Prime location,131198723,Emily,,Dunbar Southlands,49.23640110120896,-123.18451431608081,Private room,150,1,3,2017-09-29,2.20,2,180
6502871,New Family Home: UBC Neighbouhood,28696236,Gabrielle,,Dunbar Southlands,49.23138765635779,-123.19273750870845,Entire home/apt,499,7,0,,,1,0
5806702,Sunny east and south facing top floor bedroom,13647506,Don & Trenna,,Dunbar Southlands,49.23511641397406,-123.18086375596536,Private room,100,1,3,2017-08-06,0.23,3,278
6238117,Spacious Suite in Beautiful Dunbar,32373262,Brian,,Dunbar Southlands,49.25167435817669,-123.17878073299616,Entire home/apt,85,1,116,2017-10-03,4.03,1,339
19470851,"Beautiful 3 Bdrm House, Perfect Size and Location",12192093,Zoë,,Dunbar Southlands,49.2276879717016,-123.1952532968286,Entire home/apt,259,2,12,2017-09-03,3.75,1,0
7395682,Family Friendly Great Neighbourhood,38655301,Craig,,Dunbar Southlands,49.23824747761217,-123.17950277489513,Entire home/apt,401,3,20,2017-08-07,0.76,1,285
1349965,Beautiful 1 BR Dunbar Apt,7324823,Mike And Kate,,Dunbar Southlands,49.240781427115536,-123.18380265016089,Entire home/apt,125,3,47,2017-09-25,0.92,2,275
14932769,"cozy quiet room 10 min-UBC, 20 min-Downtown by bus",88074470,Michelle,,Dunbar Southlands,49.253042084832884,-123.19215442866465,Private room,100,2,0,,,1,364
170137,Family friendly Point Grey Home,381497,Catherine,,Dunbar Southlands,49.25709571868323,-123.19101190950293,Entire home/apt,165,1,61,2017-08-30,0.82,2,113
15957416,Private room-1 near UBC,73238515,Cora,,Dunbar Southlands,49.23419966261901,-123.19491941502723,Private room,50,1,0,,,19,90
5297527,Cozy Cottage -private patio/parking,13700291,Terry,,Dunbar Southlands,49.23401747540929,-123.18378124218695,Entire home/apt,151,3,16,2017-06-23,0.52,1,154
19913834,Homey Holistic Space,5452811,Sherry,,Dunbar Southlands,49.25706531950664,-123.1825011487181,Private room,95,1,19,2017-10-01,8.03,1,180
2808874,Large Dunbar room steps to bus,5514406,Henry,,Dunbar Southlands,49.238451257137186,-123.1841249791238,Private room,69,3,3,2017-08-28,0.08,1,137
12407646,1 BR bsmnt suite for 7 days min.,9248795,Etan,,Dunbar Southlands,49.243688176304175,-123.19660948086522,Entire home/apt,95,7,0,,,1,0
21140275,Unique&Spacious Laneway Studio with loft bedroom,123647873,Beibei,,Dunbar Southlands,49.2514311906162,-123.19183919442345,Entire home/apt,0,3,0,,,9,351
15734797,Light filled and cheerful three bedroom house.,1248121,Lori,,Dunbar Southlands,49.25521605503166,-123.17884850712828,Entire home/apt,150,3,11,2017-09-20,1.17,3,51
11890348,CLEAN & QUITE HOUSE 4bd+2.5ba near UBC,58132074,Kelvin,,Dunbar Southlands,49.236406134914134,-123.18263747113893,Entire home/apt,260,1,29,2017-08-30,1.66,3,317
20797426,Cozy Quiet Attic Bedroom Sanctuary,1248121,Lori,,Dunbar Southlands,49.255113103763215,-123.1785839388552,Private room,65,2,2,2017-10-02,2,3,3
11009470,"5BD home, upscale westsideVancouver",57130374,Elaine,,Dunbar Southlands,49.23729907362319,-123.1914741830114,Entire home/apt,1377,5,0,,,1,0
10851958,Westside Character Home,18103016,Nicola,,Dunbar Southlands,49.24730852516892,-123.17146951858837,Entire home/apt,494,3,15,2017-09-04,0.90,1,66
14030342,Eco Chic Suite -2br near UBC,84004345,D. Maria,,Dunbar Southlands,49.257954255210144,-123.19529016959314,Entire home/apt,119,4,44,2017-10-05,3.33,1,171
8170965,One bedroom suite with full kitchen,9536705,Philippa,,Dunbar Southlands,49.250618799018454,-123.1717541066479,Entire home/apt,99,3,43,2017-09-22,1.71,1,313
17993978,1Super valued cosy private Master bedroombathroom1,123647873,Beibei,,Dunbar Southlands,49.23989753154626,-123.18180942679993,Private room,79,3,16,2017-09-04,3.06,9,330
13210869,Brand new condo / 1bed and br,47519903,Jill,,Dunbar Southlands,49.23727766515766,-123.17817801360026,Private room,75,3,0,,,1,0
20281557,Beautiful Stay in Luxury House (Prime location),131198723,Emily,,Dunbar Southlands,49.23736126642358,-123.18453657524077,Private room,80,1,6,2017-09-18,3.27,2,180
15455302,"Bright, new basement suite at 32nd & Mackenzie",99153239,Burns Family,,Dunbar Southlands,49.243738260162615,-123.17024468220345,Entire home/apt,110,3,19,2017-09-07,1.66,2,339
6327822,Westside Spacious Garden Suite,4848251,Jon,,Dunbar Southlands,49.257616871348546,-123.18229901514009,Entire home/apt,85,6,16,2017-09-01,0.57,2,198
1969623,Charming Laneway House,381497,Catherine,,Dunbar Southlands,49.2579051124478,-123.18935187287592,Entire home/apt,175,4,30,2017-08-30,0.67,2,137
2282114,*Lux West Side Oasis*,19916,Cathy + Tom,,Dunbar Southlands,49.23932938063421,-123.18119261498013,Entire home/apt,350,10,9,2017-07-24,0.28,2,310
17995862,Cozy room in spacious Dunbar House,73618240,Foster,,Dunbar Southlands,49.24955563986006,-123.18999873634502,Private room,100,3,1,2017-04-13,0.17,1,102
7679165,Spacious & Bright Ensuite Upper Floor,37424972,Annie & Julia,,Dunbar Southlands,49.240110429218205,-123.18578800948413,Private room,90,1,18,2017-08-19,0.68,6,26
16632876,Queen room near UBC-Laneway,73238515,Cora,,Dunbar Southlands,49.234779265470124,-123.19369534903862,Private room,80,1,0,,,19,90
7665433,Dunbar Upper Floor Room,37424972,Annie & Julia,,Dunbar Southlands,49.24099855661454,-123.18620484931563,Private room,65,1,14,2017-09-10,0.54,6,26
19270242,Brand New Private Laneway House in Kitsilano,1340389,Vanessa,,Dunbar Southlands,49.25783330722302,-123.18067108315954,Entire home/apt,300,2,3,2017-08-19,0.92,12,90
17009219,Modern home in Vancouver's top neighbourhood,8215919,M,,Dunbar Southlands,49.254078720729446,-123.19021131410766,Entire home/apt,325,3,2,2017-08-12,0.30,1,127
12519950,Nice & Luxurious house 6bd + 3.5ba near UBC,58132074,Kelvin,,Dunbar Southlands,49.23639813372492,-123.18321121548597,Entire home/apt,479,1,24,2017-09-18,1.47,3,334
17254922,Spacious and Quite 4 bedroom House,107838071,Kevin & Jessica,,Dunbar Southlands,49.243762528316054,-123.19522098965162,Entire home/apt,289,7,0,,,1,0
14077912,Luxury one bedroom garden suite,84608877,Alexia,,Dunbar Southlands,49.25738825656007,-123.19463306910149,Entire home/apt,150,2,13,2017-10-01,0.90,1,365
5852402,Bright & modern main floor bedroom in quiet home.,30389342,Val,,Dunbar Southlands,49.24174054529533,-123.17797605147318,Private room,60,1,119,2017-09-15,7.61,1,38
17304833,Near UBC PrivateEntireNewHouse 2bds2bths full kitc,116773671,Yumei,,Dunbar Southlands,49.23782859214178,-123.18425202039177,Entire home/apt,139,2,18,2017-09-05,3.09,1,58
2864803,"Stylish,Design-Focused, Family-Friendly Home",13304931,The Redmond Family,,Dunbar Southlands,49.23923634510883,-123.18723249747337,Entire home/apt,375,7,6,2017-08-08,0.16,2,309
19695530,Private suite available,46024963,Maryam,,Dunbar Southlands,49.243434320452856,-123.17315316228853,Private room,95,2,11,2017-09-09,3.63,1,272
8538940,Practical place in Salt water city,44954344,"Dennis,  R",,Dunbar Southlands,49.24139037298369,-123.17148034359865,Shared room,476,1,0,,,1,365
951782,West King Edward Suite,5164882,Dagmar & Angelo,,Dunbar Southlands,49.25112912420879,-123.18385898829901,Private room,80,2,13,2017-07-24,0.30,2,279
20743465,Comfy Safe House in Vancouver,9138783,Anna,,Dunbar Southlands,49.25602714243282,-123.17862721262027,Private room,65,1,10,2017-09-30,9.09,1,23
15959286,Sofa bed in living room near UBC,73238515,Cora,,Dunbar Southlands,49.23475306282379,-123.1932901995579,Shared room,35,1,8,2017-07-16,0.86,19,52
7206626,CollingwoodC 1 bedrm Suite near UBC,36141263,TerenceAshley,,Dunbar Southlands,49.254036830088374,-123.179640544029,Entire home/apt,115,10,13,2017-09-24,0.59,2,310
885600," Dunbar near UBC, modern + clean",4693732,David & Patti,,Dunbar Southlands,49.24720671520715,-123.18621937839906,Entire home/apt,125,3,122,2017-10-01,2.17,1,318
20505143,Cottage in the city,9296535,Lucienne,,Dunbar Southlands,49.23305777236504,-123.19324762363692,Entire home/apt,200,2,0,,,1,0
2672380,Amazing neighbourhood!,13682119,Stephanie,,Dunbar Southlands,49.2497971305481,-123.18913295599008,Entire home/apt,245,5,10,2017-08-07,0.26,1,0
7161541,UBC Endowment Lands basement suite,28585127,Jan,,Dunbar Southlands,49.25468573850136,-123.1950820644216,Entire home/apt,90,30,19,2017-09-15,0.70,1,262
11903247,CLEAN & ELEGANT HOUSE 2bd + 1br near UBC,58132074,Kelvin,,Dunbar Southlands,49.23717525719644,-123.1831189408748,Entire home/apt,130,1,38,2017-09-09,2.04,3,347
20190598,Main floor house with 2 bedroom close to UBC.,13829661,Silvia,,Dunbar Southlands,49.235572607347095,-123.20454715948136,Entire home/apt,100,3,5,2017-10-01,3.75,1,336
14074129,Spacious Basement Suite near U.B.C.,51334828,Colin,,Dunbar Southlands,49.25670565489703,-123.18787851874667,Entire home/apt,94,3,18,2017-09-09,1.23,1,57
14401798,"Spacious, high ceiling, west-side room near UBC",64180850,Charles,,Dunbar Southlands,49.250929938891396,-123.17815344594702,Private room,120,2,0,,,1,0
5750944,"Private home,  UBC, Park and Beach",29664728,Lidija,,Dunbar Southlands,49.24375090767011,-123.17626416732048,Private room,150,1,0,,,1,0
4145264,NEW LISTING - UBC/Kerrisdale/Dunbar,21384307,Friedrich & Naomi,,Dunbar Southlands,49.24234182103143,-123.17474118900684,Entire home/apt,80,5,37,2017-09-07,1.08,1,252
14090993,Spacious house at Vancouver. Great location!,84765540,Dara,,Dunbar Southlands,49.241348424842705,-123.18979236894148,Entire home/apt,407,28,8,2017-01-31,0.59,1,283
10142354,Dunbar private suite new modern,52051350,Peter,,Dunbar Southlands,49.243432910961694,-123.18264866204794,Entire home/apt,109,3,11,2017-08-25,0.59,1,119
15312395,2 bedroom garden level Dunbar- Jericho Beach,97541929,Joelly,,Dunbar Southlands,49.25434999134836,-123.19432860635703,Entire home/apt,180,2,16,2017-09-04,1.71,1,178
14991845,"Spacious, 680 Sq.Ft Newly Renovated basement Suite",94398790,Michael,,Dunbar Southlands,49.23972122343132,-123.18626968931729,Entire home/apt,85,4,0,,,1,0
18464768,2 BR Contemporary Guest Suite in Dunbar/UBC,20529415,Carol & Dave,,Dunbar Southlands,49.25392043586093,-123.19444772440976,Entire home/apt,125,1,12,2017-09-01,2.52,1,3
15958042,Queen room-1 near UBC,73238515,Cora,,Dunbar Southlands,49.23576967711273,-123.19487441152039,Private room,70,1,7,2017-07-03,0.77,19,56
8571883,Spacious Sunny South Room in East Vancouver,44869724,Jennifer,,Renfrew-Collingwood,49.25872640287284,-123.0554274231645,Private room,68,3,9,2017-10-01,0.37,3,340
20733072,Cozy room in a great location,124687015,Alice,,Renfrew-Collingwood,49.26201789181866,-123.05600470653131,Private room,50,3,1,2017-09-22,1,1,266
2285554,Clean private room,11676129,Nu,,Renfrew-Collingwood,49.236422903259786,-123.03899546571446,Private room,43,1,45,2016-11-21,1.09,2,278
20091347,"Cozy 2 bedroom suite near ""The Drive""",8899660,Wendy,,Renfrew-Collingwood,49.26133619647301,-123.05549064199752,Entire home/apt,151,3,11,2017-09-30,5.59,2,121
3138351,NEW! Private Room (Double Bedroom),4261957,Donna,,Renfrew-Collingwood,49.242078256437935,-123.03667191673813,Private room,33,7,17,2017-10-02,0.43,2,35
13285299,Delightful  Bedroom  with Balcony,74456980,Beverly,,Renfrew-Collingwood,49.25104829799341,-123.03723899794551,Private room,100,3,43,2017-09-11,2.72,2,79
19715037,"Spacious bedroom, East Van community garden house",138842270,Lawrence,,Renfrew-Collingwood,49.24525388782184,-123.0376800671904,Private room,80,1,21,2017-10-03,7.16,5,38
8763381,Large & Bright Guest Room,44869724,Jennifer,,Renfrew-Collingwood,49.25878456544985,-123.05537824929017,Private room,68,3,33,2017-09-27,1.50,3,161
18489904,Cozy Private Room near to Joyce Skytrain & Stores,128291110,Jose,,Renfrew-Collingwood,49.23467119923385,-123.03582899617064,Private room,25,1,2,2017-05-31,0.43,1,0
9861596,"Suite W/ Private Bathroom, Entrance, & Kitchen",25918753,Colin,,Renfrew-Collingwood,49.25542283594464,-123.04585444892206,Entire home/apt,59,1,4,2017-09-26,4,8,336
19986931,Single room with two single beds,44107741,Jodaye,,Renfrew-Collingwood,49.241087134046985,-123.0566862259579,Private room,45,10,0,,,5,88
17738545,Elegant 2 Bedroom Home in Renfrew-Collingwood!!,120944872,Penman Properties,,Renfrew-Collingwood,49.24969713340546,-123.04838507223039,Entire home/apt,90,2,19,2017-10-02,3.85,5,78
